0.075	0.05	0.1	7108	0.685174474648159
0.125	0.1	0.15	1602	0.154424522845575
0.175	0.15	0.2	694	0.0668980142664353
0.225	0.2	0.25	371	0.0357624831309042
0.275	0.25	0.3	260	0.025062656641604
0.325	0.3	0.35	200	0.0192789666473877
0.375	0.35	0.4	97	0.00935029882398303
0.425	0.4	0.45	28	0.00269905533063428
0.475	0.45	0.5	14	0.00134952766531714
